COD_DEP,DEPENDENCIA,SUPERINTENDENCIA,DIRECCION,PROVINCIA,LATITUD,LONGITUD,PERSONAL,MOVILES,ARMAS
1473,DIRECCION GENERAL EXPLOSIVOS Y RIESGOS ESPECIALES,FEDERAL DE BOMBEROS,AV. BELGRANO 1547 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6133670623724,-58.3883099839827,100,100,100
1474,DIVISION INVESTIGACIONES,FEDERAL DE BOMBEROS,AV. BELGRANO 1547 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61338168,-58.38768999,100,100,100
1475,DIVISION BUSQUEDA Y DETECCION,FEDERAL DE BOMBEROS,BATLLE Y ORDOÑEZ JOSE PABLO TORCUATO 4520 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.67093187,-58.46445258,100,100,100
1476,DEPARTAMENTO TECNICO INVESTIGATIVO,FEDERAL DE BOMBEROS,AV. BELGRANO 1547 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61333955,-58.38794929,100,100,100
1477,DIVISION ANALISIS DE INFORMACION SINIESTRAL,FEDERAL DE BOMBEROS,AV. BELGRANO 1547 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6133943987898,-58.3882922690902,100,100,100
1478,DEPARTAMENTO COORDINACION Y ENLACE CON EL SINAGIR,FEDERAL DE BOMBEROS,AV. BELGRANO 1547 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61342154,-58.38839533,100,100,100
1479,DIVISION ANALISIS DE LA INFORMACION,DIR. GRAL. GABINETE DE JEFATURA,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6127755304676,-58.3886253459749,100,100,100
148,DEPARTAMENTO INVESTIGACIONES FEDERALES-CORRIENTES,AGENCIAS FEDERALES,PLACIDO MARTINEZ 750 (CAPITAL),CORRIENTES,-27.46162481932,-58.84073789,100,100,100
1480,SECCION APOYO TECNICO,DIR. GRAL. GABINETE DE JEFATURA,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6126564642293,-58.388609845444,100,100,100
1481,SECCION RELACIONES PUBLICAS,DIR. GRAL. GABINETE DE JEFATURA,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.612658286673,-58.3886703713266,100,100,100
1482,DIRECCION GENERAL DE COORDINACION INVESTIGATIVA JUDICIAL,ASUNTOS INTERNOS E INSPECTORIA GENERAL,AV. RIVADAVIA 1325 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.608553130767,-58.3852988213216,100,100,100
1483,DEPARTAMENTO INVESTIGACIONES FEDERALES INTERIOR,ASUNTOS INTERNOS E INSPECTORIA GENERAL,AV. RIVADAVIA 1325 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6085750011698,-58.3852980832011,100,100,100
1484,DEP. UNIDADES TACTICAS DE INTERVENCION FEDERAL,FEDERAL DE INTERVENCION TERRITORIAL,AV. 9 DE JULIO 233 (ROSARIO),SANTA FE,-32.9561576184167,-60.6280801338408,100,100,100
1485,DIVISION UNIDAD TACTICA DE INTERVENCION FEDERAL CUYO,FEDERAL DE INTERVENCION TERRITORIAL,AV. RIVADAVIA 44 (CAPITAL),SAN JUAN,-31.536625458417,-68.5253560205081,100,100,100
1486,DIVISION UNIDAD TACTICA INTERVENCION FEDERAL TUCUMAN,FEDERAL DE INTERVENCION TERRITORIAL,LAPRIDA 1074 (SAN MIGUEL DE TUCUMAN),TUCUMAN,-26.81697033,-65.20081425,100,100,100
1487,DIVISION UNIDAD TACTICA DE INTERVENCION FEDERAL MAR DEL PLATA BS AS SUR,FEDERAL DE INTERVENCION TERRITORIAL,ESCOLLERA NORTE S/N (GENERAL PUEYRREDON),BUENOS AIRES,-38.035125646249,-57.5264075566957,100,100,100
1488,DIVISION UNIDAD TACTICA DE INTERVENCION FEDERAL CORDOBA,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3380 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5739166575882,-58.4043926012446,100,100,100
1489,DIVISION UNIDAD TACTICA DE INTERVENCION FEDERAL SANTA FE,FEDERAL DE INTERVENCION TERRITORIAL,AV. 9 DE JULIO 233 (ROSARIO),SANTA FE,-32.9561294842639,-60.6280374599648,100,100,100
149,DEPTO. INVESTIGACIONES FEDERALES - COMODORO RIVADAVIA,AGENCIAS FEDERALES,AV. RIVADAVIA 1183,CHUBUT,-45.8620139139664,-67.4919659026598,100,100,100
1490,DIVISION UNIDAD TACTICA DE INTERVENCION FEDERAL PATAGONIA-NEUQUEN,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3380 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5737815767008,-58.4042722276411,100,100,100
1491,DIVISION UNIDAD TACTICA DE INTERVENCION FEDERAL PATAGONIA COMODORO RIVADAVIA,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3380 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5737564842517,-58.4042493718936,100,100,100
1492,DIVISION UNIDAD TACTICA DE INTERVENCION FEDERAL NEA CORRIENTES,FEDERAL DE INTERVENCION TERRITORIAL,PLACIDO MARTINEZ 750 (CAPITAL),CORRIENTES,-27.46162621932,-58.84073789,100,100,100
1493,DIVISION SEGURIDAD,INVESTIGACIONES FEDERALES,MADARIAGA 6976 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6954785754958,-58.4729105732041,100,100,100
1494,DIR. GRAL. DE CIBERCRIMEN,INVESTIGACIONES FEDERALES,CAVIA 3380 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.57362646435,-58.40573838,100,100,100
1495,DEPTO. INVESTIGACIONES ANTIMAFIA,INVESTIGACIONES FEDERALES,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6120243775892,-58.386507309143,100,100,100
1496,DEPARTAMENTO INVESTIGACION CIENTIFICA FEDERAL,FEDERAL DE POLICIA CIENTIFICA,AZOPARDO 670 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6153680400117,-58.3672948432527,100,100,100
1497,GABINETE CIENTIFICO-SAN JUAN,FEDERAL DE POLICIA CIENTIFICA,AV. ENTRE RIOS 466 (CAPITAL),SAN JUAN,-31.539926736249,-68.5268158790117,100,100,100
1498,GABINETE CIENTIFICO-MAR DEL PLATA,FEDERAL DE POLICIA CIENTIFICA,SARMIENTO 2551 (GENERAL PUEYRREDON),BUENOS AIRES,-38.0111268475,-57.5427112,100,100,100
1499,GABINETE CIENTIFICO-TUCUMAN,FEDERAL DE POLICIA CIENTIFICA,LAPRIDA 1074 (SAN MIGUEL DE TUCUMAN),TUCUMAN,-26.8161993,-65.20056495,100,100,100
1500,DIVISION DESPACHO GENERAL,AGENCIAS FEDERALES,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6120960608908,-58.3864585931887,100,100,100
1501,SECCION SEGURIDAD,AGENCIAS FEDERALES,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6122066231498,-58.3865176428303,100,100,100
1503,DIVISION ANALISIS TECNICO Y CLASIFICACION DE LA INFORMACION,AGENCIAS FEDERALES,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6119885359152,-58.3865095235045,100,100,100
1504,AGENCIA REGIONAL FEDERAL BUENOS AIRES NORTE,AGENCIAS FEDERALES,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6120511069631,-58.3864024960292,100,100,100
1505,DIVISION DESPACHO Y LOGÍSTICA ARFBAN,AGENCIAS FEDERALES,VENEZUELA 3143 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6164482696006,-58.4101205055242,100,100,100
1506,AGENCIA REGIONAL FEDERAL LITORAL - SANTA FE,AGENCIAS FEDERALES,A. STORNI 755 (ROSARIO),SANTA FE,-32.96000504,-60.63666961,100,100,100
1507,DIVISION UNIDAD OPERATIVA FEDERAL GUALEGUAYCHU,AGENCIAS FEDERALES,SAN MARTIN 877 (GUALEGUAYCHU),ENTRE RIOS,-33.010227657892,-58.5165236164504,100,100,100
1508,DEPARTAMENTO INVESTIGACIONES FEDERALES PARANA,AGENCIAS FEDERALES,AV. BARTOLOME MITRE 232 (PARANA),ENTRE RIOS,-31.7211681262184,-60.5292360065773,100,100,100
1509,DIVISION UNIDAD OPERATIVA DE INVESTIGACIONES ESPECIALES ROSARIO,AGENCIAS FEDERALES,AV. 9 DE JULIO 233 (ROSARIO),SANTA FE,-32.9561030552031,-60.6279724331062,100,100,100
1510,DIVISION DESPACHO Y LOGISTICA - ARFSF,AGENCIAS FEDERALES,SAN MARTIN 3381 (SANTA FE),SANTA FE,-31.6370071924451,-60.7038597931725,100,100,100
1511,DIVISION ALCAIDIA - ARFSF,AGENCIAS FEDERALES,SAN MARTIN 3381 (SANTA FE),SANTA FE,-31.6370439570014,-60.7038521728375,100,100,100
1512,DIVISION UNIDAD OPERATIVA FEDERAL GENERAL PICO,AGENCIAS FEDERALES,CALLE 19 555 (GENERAL PICO),LA PAMPA,-35.664728158458,-63.7557162262498,100,100,100
1513,DEPARTAMENTO INVESTIGACIONES FEDERALES NEUQUEN,AGENCIAS FEDERALES,SANTIAGO DEL ESTERO 136 (CONFLUENCIA),NEUQUEN,-38.9535282322,-68.0652723803005,100,100,100
1514,DIVISION UNIDAD OPERATIVA DE INVESTIGACIONES ESPECIALES NEUQUEN,AGENCIAS FEDERALES,SANTIAGO DEL ESTERO 136 (CONFLUENCIA),NEUQUEN,-38.9535283322,-68.0652723803005,100,100,100
1515,DIVISION DESPACHO Y LOGISTICA - ARFPN,AGENCIAS FEDERALES,SANTIAGO DEL ESTERO 136 (CONFLUENCIA),NEUQUEN,-38.9535284322,-68.0652723803005,100,100,100
1516,DIVISION ALCAIDIA - ARFPN,AGENCIAS FEDERALES,SANTIAGO DEL ESTERO 136 (CONFLUENCIA),NEUQUEN,-38.9535285322,-68.0652723803005,100,100,100
1517,AGENCIA REGIONAL FEDERAL PATAGONIA SUR - COMODORO RIVADAVIA,AGENCIAS FEDERALES,AV. RIVADAVIA 1183,CHUBUT,-45.8620139139664,-67.4919659026598,100,100,100
1518,DIVISION JUDICIAL Y ENLACE CON LA DAJUDECO,AGENCIAS FEDERALES,AV. DE LOS INCAS 3834 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.57702871553,-58.46621515,100,100,100
1519,DIVISION UNIDAD OPERATIVA DE INVESTIGACIONES ESPECIALES COMODORO RIVADAVIA,AGENCIAS FEDERALES,AV. RIVADAVIA 1183,CHUBUT,-45.8620139139664,-67.4919659026598,100,100,100
152,SECCION PERSONAL ICIA,INTELIGENCIA CRIMINAL,CASEROS 915 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.627828991314,-58.3769079285714,100,100,100
1520,DIVISION UNIDAD OPERATIVA FEDERAL PUERTO MADRYN,AGENCIAS FEDERALES,AV. RIVADAVIA 1183,CHUBUT,-45.8620139139664,-67.4919659026598,100,100,100
1521,DEPARTAMENTO INVESTIGACIONES FEDERALES CALETA OLIVIA,AGENCIAS FEDERALES,LAVALLE 205 (CALETA OLIVIA),SANTA CRUZ,-46.443629115158,-67.5231907186677,100,100,100
1522,DIVISION DESPACHO Y LOGISTICA - ARFPS,AGENCIAS FEDERALES,AV. RIVADAVIA 1183,CHUBUT,-45.8620139139664,-67.4919659026598,100,100,100
1523,DIVISION ALCAIDIA - ARFPS,AGENCIAS FEDERALES,AV. RIVADAVIA 1183,CHUBUT,-45.8620139139664,-67.4919659026598,100,100,100
1524,DIVISION UNIDAD OPERATIVA FEDERAL TUCUMAN,AGENCIAS FEDERALES,SANTA FE 630 (SAN MIGUEL DE TUCUMAN),TUCUMAN,-26.8197294924,-65.2040493714286,100,100,100
1525,DEPARTAMENTO INVESTIGACIONES FEDERALES-POSADAS,AGENCIAS FEDERALES,AYACUCHO 2360 (POSADAS),MISIONES,-27.3718190825421,-55.8975987365597,100,100,100
1526,DIVISION UNIDAD OPERATIVA DE INVESTIGACIONES ESPECIALES - CORRIENTES,AGENCIAS FEDERALES,PLACIDO MARTINEZ 750 (CAPITAL),CORRIENTES,-27.46162961932,-58.84073789,100,100,100
1527,DIVISION DESPACHO Y LOGISTICA - ARFNC,AGENCIAS FEDERALES,Regimiento Santa Catalina,CORRIENTES,-27.51839276,-58.82458996,100,100,100
1528,DIVISION ALCALDIA - ARFNC,AGENCIAS FEDERALES,PLACIDO MARTINEZ 750 (CAPITAL),CORRIENTES,-27.46162981932,-58.84073789,100,100,100
1529,DEPARTAMENTO INVESTIGACIONES FEDERALES - CORDOBA,AGENCIAS FEDERALES,YRIGOYEN HIPOLITO 493 (CORDOBA),CORDOBA,-31.426425048827,-64.1856142217579,100,100,100
1530,DIVISION UNIDAD INVESTIGACIONES FEDERALES - CORDOBA,AGENCIAS FEDERALES,YRIGOYEN HIPOLITO 493 (CORDOBA),CORDOBA,-31.4264077087955,-64.1855806922839,100,100,100
1531,DIVISION DESPACHO Y LOGISTICA - ARFC,AGENCIAS FEDERALES,YRIGOYEN HIPOLITO 493 (CORDOBA),CORDOBA,-31.4263842997478,-64.1855867885518,100,100,100
1532,DIVISION ALCALDIA - ARFC,AGENCIAS FEDERALES,YRIGOYEN HIPOLITO 493 (CORDOBA),CORDOBA,-31.4264259158285,-64.1855700238149,100,100,100
1533,DIRECCION GENERAL DE PLANEAMIENTO Y DESARROLLO,PLANEAMIENTO Y DESARROLLO ESTRATEGICO,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6126789410322,-58.3878481050674,100,100,100
1534,SECCION INTERCAMBIO,PLANEAMIENTO Y DESARROLLO ESTRATEGICO,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61293041082,-58.38863845,100,100,100
1535,DIRECCION GENERAL DE SECRETARIA GENERAL,PLANEAMIENTO Y DESARROLLO ESTRATEGICO,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61273058582,-58.38784726,100,100,100
1536,UNIDAD DE INTELIGENCIA CRIMINAL (BS.AS),AGENCIAS FEDERALES,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6120872523528,-58.3865069400827,100,100,100
1537,OFICINA ENLACE INTERPOL Y CONVENIO POLICIAL ARGENTINO (BUENOS AIRES),AGENCIAS FEDERALES,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6121306875482,-58.3864667125144,100,100,100
1538,COORDINACION OPERATIVA CUARTELES-S.F.B (BUENOS AIRES),AGENCIAS FEDERALES,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.612029237476,-58.3864600694297,100,100,100
1539,COORDINACION OPERATIVA GABINETE CIENTIFICO-S.F.P.C (BUENOS AIRES),AGENCIAS FEDERALES,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6119320396858,-58.3864630219118,100,100,100
1540,COORDINACION OPERATIVA UNIDADES ANTIDROGAS-S.D.P (BUENOS AIRES),AGENCIAS FEDERALES,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.612065686618,-58.3864615456707,100,100,100
1541,COORDINACION OPERATIVA CON LAS UNIDADES TACTICAS DE INTERVENCION FEDERAL.-S.F.I.T (BS.AS),AGENCIAS FEDERALES,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.612083911183,-58.3864179965601,100,100,100
1542,UNIDAD DE INTELIGENCIA CRIMINAL (SANTA FE),AGENCIAS FEDERALES,SAN MARTIN 3381 (SANTA FE),SANTA FE,-31.6369994070077,-60.7038216914975,100,100,100
1543,OFICINA ENLACE INTERPOL Y CONVENIO POLICIAL ARGENTINO SANTA FE,AGENCIAS FEDERALES,SAN MARTIN 3381 (SANTA FE),SANTA FE,-31.637059960392,-60.7038054347829,100,100,100
1545,COORDINACION OPERATIVA GABINETES CIENTIFICOS-S.F.P.C SANTA FE,AGENCIAS FEDERALES,SAN MARTIN 3381 (SANTA FE),SANTA FE,-31.6370314138015,-60.7037734293759,100,100,100
1547,COORDINANCION OPERATIVA CON LAS UNIDADES TACTICAS DE INTERVENCION FEDERAL-S.F.I.T SANTA FE,AGENCIAS FEDERALES,SAN MARTIN 3381 (SANTA FE),SANTA FE,-31.6370089225421,-60.7037774935546,100,100,100
1548,UNIDAD DE INTELIGENCIA CRIMINAL MAR DEL PLATA,AGENCIAS FEDERALES,SARMIENTO 2551 (GENERAL PUEYRREDON),BUENOS AIRES,-38.011231668543,-57.5425617547744,100,100,100
1551,COORDINACION OPERATIVA GABINETE CIENTIFICOS-S.F.P.C MAR DEL PLATA,AGENCIAS FEDERALES,ESCOLLERA NORTE S/N (GENERAL PUEYRREDON),BUENOS AIRES,-38.035131746249,-57.5264075566957,100,100,100
1552,COORDINACION OPERATIVA UNIDADES ANTIDROGAS-S.D.P MAR DEL PLATA,AGENCIAS FEDERALES,SARMIENTO 2551 (GENERAL PUEYRREDON),BUENOS AIRES,-38.011231868543,-57.5425617547744,100,100,100
1553,COORDINACION OPERATIVA CON LAS UNIDADES TACTICAS DE INTERVENCION FEDERAL-S.F.I.T MAR DEL PLATA,AGENCIAS FEDERALES,SARMIENTO 2551 (GENERAL PUEYRREDON),BUENOS AIRES,-38.011231968543,-57.5425617547744,100,100,100
1554,UNIDAD DE INTELIGENCIA CRIMINAL (PATAGONIA-NEUQUEN),AGENCIAS FEDERALES,SANTIAGO DEL ESTERO 136 (CONFLUENCIA),NEUQUEN,-38.9535320322,-68.0652723803005,100,100,100
1555,OFICINA ENLACE INTERPOL Y CONVENIO POLICIAL ARGENTINO (PATAGONIA-NEUQUEN),AGENCIAS FEDERALES,SANTIAGO DEL ESTERO 136 (CONFLUENCIA),NEUQUEN,-38.9535321322,-68.0652723803005,100,100,100
1556,COORDINACION OPERATIVA CUARTELES-S.F.B (PATAGONIA-NEUQUEN),AGENCIAS FEDERALES,SANTIAGO DEL ESTERO 136 (CONFLUENCIA),NEUQUEN,-38.9535322322,-68.0652723803005,100,100,100
1557,COORDINACION OPERATIVA GABINETES CIENTIFICOS-S.F.P.C (PATAGONIA-NEUQUEN),AGENCIAS FEDERALES,SANTIAGO DEL ESTERO 136 (CONFLUENCIA),NEUQUEN,-38.9535323322,-68.0652723803005,100,100,100
156,DIVISION ARMAMENTO Y MUNICION,ADMINISTRACION,CAMILO TORRES Y TENORIO 2155 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.645432416767,-58.4398221617106,100,100,100
1560,UNIDAD DE INTELIGENCIA CRIMINAL (PATAG.SUR-COMOD.RIVADAVIA),AGENCIAS FEDERALES,AV. RIVADAVIA 1183,CHUBUT,-45.8620139139664,-67.4919659026598,100,100,100
1561,OFICINA ENLACE INTERPOL Y CONVENIO POLICIAL ARGENTINO (PATAG.SUR-COMOD.RIVADAVIA),AGENCIAS FEDERALES,AV. RIVADAVIA 1183,CHUBUT,-45.8620139139664,-67.4919659026598,100,100,100
1562,COORDINACION OPERATIVA CUARTELES - S.F.B. (PATAG.SUR-COMOD.RIVADAVIA),AGENCIAS FEDERALES,AV. RIVADAVIA 1183,CHUBUT,-45.8620139139664,-67.4919659026598,100,100,100
1563,COORDINACION OPERATIVA GABINETES CIENTIFICOS - S.F.P.C. (PATAG.SUR-COMOD.RIVADAVIA),AGENCIAS FEDERALES,AV. RIVADAVIA 1183,CHUBUT,-45.8620139139664,-67.4919659026598,100,100,100
1564,COORDINACION OPERATIVA UNIDADES ANTIDROGAS - S.D.P. (PATAG.SUR-COMOD.RIVADAVIA),AGENCIAS FEDERALES,AV. RIVADAVIA 1183,CHUBUT,-45.8620139139664,-67.4919659026598,100,100,100
1565,COORDINACION OPERATIVA CON LAS UNIDADES TACTICAS DE INTERVENCION FEDERAL-S.F.I.T.(PATAG.SUR-COMOD R),AGENCIAS FEDERALES,AV. RIVADAVIA 1183,CHUBUT,-45.8620139139664,-67.4919659026598,100,100,100
1566,UNIDAD DE INTELIGENCIA CRIMINAL (NOA-TUCUMAN),AGENCIAS FEDERALES,LAPRIDA 1074 (SAN MIGUEL DE TUCUMAN),TUCUMAN,-26.816833107118,-65.1995920653061,100,100,100
1567,OFICINA ENLACE INTERPOL Y CONVENIO POLICIAL ARGENTINO (NOA-TUCUMAN),AGENCIAS FEDERALES,LAPRIDA 1074 (SAN MIGUEL DE TUCUMAN),TUCUMAN,-26.816833207118,-65.1995920653061,100,100,100
1568,COORDINACION OPERATIVA CUARTELES-S.F.B. (NOA-TUCUMAN),AGENCIAS FEDERALES,LAPRIDA 1074 (SAN MIGUEL DE TUCUMAN),TUCUMAN,-26.816833307118,-65.1995920653061,100,100,100
1569,COORDINACION OPERATIVA GABINETES CIENTIFICOS - S.F.P.C. (NOA-TUCUMAN),AGENCIAS FEDERALES,LAPRIDA 1074 (SAN MIGUEL DE TUCUMAN),TUCUMAN,-26.816833407118,-65.1995920653061,100,100,100
157,DIVISION SERVICIOS MOTORIZADOS,FEDERAL DE INTERVENCION TERRITORIAL,VELEZ SARSFIELD 1981 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6587017630978,-58.3888044139767,100,100,100
1570,COORDINACION OPERATIVA UNIDADES ANTIDROGAS - S.D.P. (NOA-TUCUMAN),AGENCIAS FEDERALES,LAPRIDA 1074 (SAN MIGUEL DE TUCUMAN),TUCUMAN,-26.816833607118,-65.1995920653061,100,100,100
1571,COORDINACION OPERATIVA CON LAS UNIDADES TACTICAS DE INTERVENCION FEDERAL - S.F.I.T. (NOA-TUCUMAN),AGENCIAS FEDERALES,LAPRIDA 1074 (SAN MIGUEL DE TUCUMAN),TUCUMAN,-26.816833707118,-65.1995920653061,100,100,100
1572,UNIDAD DE INTELIGENCIA CRIMINAL (CUYO),AGENCIAS FEDERALES,AV. RIVADAVIA 44 (CAPITAL),SAN JUAN,-31.536633858417,-68.5253560205081,100,100,100
1573,OFICINA ENLACE INTERPOL Y CONVENIO POLICIAL ARGENTINO (CUYO),AGENCIAS FEDERALES,AV. RIVADAVIA 44 (CAPITAL),SAN JUAN,-31.536633958417,-68.5253560205081,100,100,100
1574,COORDINACION OPERATIVA CUARTELES - S.F.B. (CUYO),AGENCIAS FEDERALES,AV. RIVADAVIA 44 (CAPITAL),SAN JUAN,-31.536634058417,-68.5253560205081,100,100,100
1575,COORDINACION OPERATIVA GABINETES CIENTIFICOS - S.F.P.C. (CUYO),AGENCIAS FEDERALES,AV. RIVADAVIA 44 (CAPITAL),SAN JUAN,-31.536634158417,-68.5253560205081,100,100,100
1576,COORDINACION OPERATIVA UNIDADES ANTIDROGAS - S.D.P. (CUYO),AGENCIAS FEDERALES,AV. RIVADAVIA 44 (CAPITAL),SAN JUAN,-31.536634258417,-68.5253560205081,100,100,100
1577,COORDINACION OPERATIVA CON LAS UNIDADES TACTICAS DE INTERVENCION FEDERAL - S.F.I.T. (CUYO),AGENCIAS FEDERALES,AV. RIVADAVIA 44 (CAPITAL),SAN JUAN,-31.536634358417,-68.5253560205081,100,100,100
1578,UNIDAD DE INTELIGENCIA CRIMINAL (NEA-CORRIENTES),AGENCIAS FEDERALES,PLACIDO MARTINEZ 750 (CAPITAL),CORRIENTES,-27.46163441932,-58.84073789,100,100,100
1579,OFICINA ENLACE INTERPOL Y CONVENIO POLICIAL ARGENTINO (NEA-CORRIENTES),AGENCIAS FEDERALES,PLACIDO MARTINEZ 750 (CAPITAL),CORRIENTES,-27.46163451932,-58.84073789,100,100,100
158,DIVISION GRUPO DE OPERACIONES MOTORIZADAS FEDERALES (G.O.M.F),FEDERAL DE INTERVENCION TERRITORIAL,CASTRO 1277 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.62803463976,-58.4199789245984,100,100,100
1580,COORDINACION OPERATIVA CUARTELES - S.F.B. (NEA-CORRIENTES),AGENCIAS FEDERALES,PLACIDO MARTINEZ 750 (CAPITAL),CORRIENTES,-27.46163471932,-58.84073789,100,100,100
1581,COORDINACION OPERATIVA GABINETES CIENTIFICOS - S.F.P.C. (NEA-CORRIENTES),AGENCIAS FEDERALES,PLACIDO MARTINEZ 750 (CAPITAL),CORRIENTES,-27.46163481932,-58.84073789,100,100,100
1582,COORDINACION OPERATIVA UNIDADES ANTIDROGAS - S.D.P. (NEA-CORRIENTES),AGENCIAS FEDERALES,PLACIDO MARTINEZ 750 (CAPITAL),CORRIENTES,-27.46163491932,-58.84073789,100,100,100
1583,COORDINACION OPERATIVA CON LAS UNIDADES TACTICAS DE INTERVENCION FEDERAL - S.F.I.T. (NEA-CORRIENTES),AGENCIAS FEDERALES,PLACIDO MARTINEZ 750 (CAPITAL),CORRIENTES,-27.46163501932,-58.84073789,100,100,100
1584,UNIDAD DE INTELIGENCIA CRIMINAL CORDOBA,AGENCIAS FEDERALES,YRIGOYEN HIPOLITO 493 (CORDOBA),CORDOBA,-31.4264766354018,-64.1855928848198,100,100,100
1585,OFICINA ENLACE INTERPOL Y CONVENIO POLICIAL ARGENTINO CDBA,AGENCIAS FEDERALES,YRIGOYEN HIPOLITO 493 (CORDOBA),CORDOBA,-31.4264770689023,-64.1855624034799,100,100,100
1586,COORDINACION OPERATIVA CUARTELES - S-F-B CDBA,AGENCIAS FEDERALES,YRIGOYEN HIPOLITO 493 (CORDOBA),CORDOBA,-31.4264397878513,-64.1855542751225,100,100,100
1587,COORDINACION OPERATIVA GABINETES CIENTIFICOS - S.F.P.C. CDBA,AGENCIAS FEDERALES,YRIGOYEN HIPOLITO 493 (CORDOBA),CORDOBA,-31.4264597288804,-64.1855979650432,100,100,100
1588,COORDINACION OPERATIVA UNIDADES ANTIDROGAS S.D.P. CDBA,AGENCIAS FEDERALES,YRIGOYEN HIPOLITO 493 (CORDOBA),CORDOBA,-31.4264432558566,-64.1856035532888,100,100,100
1589,COORDINACION OPERATIVA CON LAS UNIDADES TACTICAS DE INTERVENCION FEDERAL S.F.I.T. CDBA,AGENCIAS FEDERALES,YRIGOYEN HIPOLITO 493 (CORDOBA),CORDOBA,-31.4263699942159,-64.1856426710085,100,100,100
159,SECCION LOGISTICA - C.G.I,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3302 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.574101818417,-58.4048386692502,100,100,100
1590,SECCION ESTACION FERROAUTOMOTOR MAR DEL PLATA,FEDERAL DE TRANSPORTE,AV. PEDRO LURO 4601 (GENERAL PUEYRREDON),BUENOS AIRES,-37.9882358779,-57.5664541,100,100,100
1591,DIVISION CENTRO FEDERAL DE DATOS,FEDERAL DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES,CEVALLOS VIRREY 362 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6131328800273,-58.3888394009256,100,100,100
1592,DIVISION UNIDAD OPERATIVA FEDERAL GENERAL DEHEZA,AGENCIAS FEDERALES,BERUTTI 306 (GENERAL DEHEZA),CORDOBA,-32.755336092121,-63.7841452378505,100,100,100
1594,CENTRO ESTRATEGICO DE CONTROL OPERACIONAL,SEGURIDAD Y CUSTODIA,CAVIA 3350 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5736752409,-58.40563208,100,100,100
1595,EX - UNIDAD DE APOYO JUDICIAL,SEGURIDAD Y CUSTODIA,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6119411519835,-58.3865065710224,100,100,100
